age,salary,experience,education_level,target
25,117239,13,2,0
23,77172,8,0,0
31,117305,26,0,1
49,33746,19,2,0
52,141976,37,1,1
27,83537,11,0,0
20,24094,21,0,0
29,88466,36,1,1
48,119067,38,2,1
46,50755,30,1,1
22,115641,12,0,0
42,31552,0,0,0
58,121754,37,2,1
48,79491,39,2,1
38,39779,8,1,0
37,49000,38,2,1
56,105639,9,1,1
39,73953,28,1,1
21,77564,39,0,1
30,34102,29,1,0
62,21861,1,1,0
59,63574,17,2,1
37,52682,27,2,1
30,98819,31,0,1
34,111133,23,0,1
53,134797,37,0,1
50,97972,13,1,1
18,141237,24,2,1
32,113960,24,1,1
30,85185,31,0,1
34,94426,26,2,1
41,68120,31,1,1
25,58297,30,2,0
44,134147,23,1,1
62,28299,34,0,1
40,61348,29,1,1
63,61384,32,1,1
25,137182,32,0,1
25,96693,26,0,0
43,115299,32,1,1
64,52687,32,1,1
30,84577,3,1,0
56,80047,29,0,1
54,30191,14,0,0
45,76884,28,0,1
42,74911,27,2,1
33,97303,31,2,1
19,103447,35,0,1
35,114165,29,2,1
34,120330,37,2,1
47,112480,11,1,1
56,63726,2,1,0
30,54623,14,1,0
49,133367,9,2,1
46,133219,21,2,1
63,143326,22,1,1
47,103517,10,1,0
35,143089,15,0,0
30,70000,15,2,0
60,91494,13,1,1
38,100241,5,1,0
47,116172,16,1,1
38,83027,30,2,1
34,78995,9,1,0
57,62876,19,1,1
36,138217,8,1,0
32,71070,14,1,0
26,110688,38,1,1
27,124065,1,0,0
61,86224,3,1,0
48,45365,23,0,0
40,49663,17,2,0
47,85436,10,2,0
50,124610,36,2,1
26,123376,25,2,1
64,103275,7,2,1
18,136375,21,1,0
61,143229,4,1,1
52,83211,1,2,0
28,30909,4,1,0
51,80883,34,0,1
33,32713,31,0,0
26,32614,18,1,0
49,127625,38,2,1
32,118097,3,2,0
29,40734,22,0,0
50,50709,18,1,0
62,42885,25,0,1
31,91622,25,1,1
25,98267,6,2,0
25,106128,31,0,1
44,33341,32,1,1
29,59435,25,2,0
18,32976,23,1,0
60,102910,22,2,1
57,144753,37,1,1
59,97869,25,0,1
28,25290,30,1,0
56,65812,5,0,0
60,70528,30,0,1
48,78570,39,0,1
34,131841,11,2,1
50,76399,16,0,0
49,68437,25,0,1
46,109122,2,0,0
38,77907,14,2,0
38,140992,37,1,1
57,101876,23,2,1
40,68723,29,2,1
23,55655,35,1,0
39,134098,26,1,1
55,75833,21,0,1
54,100096,1,0,0
62,43997,6,1,0
25,86876,15,1,0
58,130233,23,2,1
52,142660,29,2,1
28,46013,0,2,0
41,52862,26,1,1
38,72448,8,0,0
19,107818,6,2,0
57,143828,4,2,1
36,65608,29,1,1
56,104612,26,2,1
45,138849,9,1,1
34,134060,24,0,1
23,60894,17,2,0
36,105201,6,2,0
55,70649,30,2,1
45,82104,31,1,1
19,96459,10,1,0
55,59821,9,0,0
54,67940,21,1,1
21,141402,30,2,1
39,30935,13,2,0
43,109577,2,1,0
60,32467,23,0,1
53,31073,13,1,0
30,142691,15,1,1
49,27691,27,2,1
34,66538,34,2,1
58,44490,39,2,1
53,35688,1,1,0
63,118505,33,1,1
36,70650,17,0,0
52,33829,6,2,0
63,23086,37,0,1
57,129609,6,2,1
45,22590,3,0,0
18,59893,15,2,0
59,93396,5,1,0
35,149797,19,2,1
57,58176,30,0,1
50,87484,18,0,1
29,146484,21,2,1
25,122267,20,1,0
41,118997,17,2,1
33,46295,31,1,0
21,58131,33,2,1
55,64893,26,1,1
61,31924,37,2,1
44,124191,29,2,1
26,30851,32,1,0
64,27734,26,1,1
33,62681,22,2,0
29,134495,18,0,0
48,140405,30,1,1
41,25293,3,0,0
31,73203,18,0,0
62,132149,37,0,1
42,33820,39,0,1
51,87827,21,2,1
20,67163,8,1,0
41,32391,30,2,1
59,121002,9,2,1
26,129870,9,2,0
43,148670,29,2,1
37,61970,9,2,0
57,66823,35,1,1
27,50796,17,2,0
36,119345,18,2,1
20,136245,22,2,1
41,103127,3,0,0
22,128176,11,2,0
20,56389,23,1,0
44,23352,12,1,0
33,142143,3,1,0
32,103598,26,0,1
52,48172,37,1,1
29,30937,38,0,0
58,113657,7,1,1
61,145873,25,0,1
43,100138,33,1,1
64,127276,8,2,1
51,108672,9,1,1
40,86481,0,1,0
48,105348,7,1,0
37,93509,9,2,0
29,43552,24,0,0
40,34118,30,0,0
21,31290,38,2,0
40,45123,2,2,0
18,101919,38,0,1
42,79551,37,0,1
19,72136,34,0,0
47,83886,7,0,0
20,137278,0,0,0
38,95902,4,2,0
42,87333,26,0,1
37,111992,25,0,1
39,64016,25,1,1
38,41427,10,2,0
50,22257,33,2,1
55,87733,1,0,0
32,28222,20,1,0
63,45187,25,1,1
32,99688,11,0,0
63,40781,8,1,0
42,145890,22,0,1
38,121216,4,2,0
41,146682,8,1,1
22,31004,9,0,0
23,127178,9,0,0
60,77600,13,0,0
61,45515,35,2,1
64,100952,9,1,1
40,91688,36,2,1
21,92708,37,2,1
44,137582,21,1,1
35,23185,22,2,0
38,110888,15,0,0
45,137420,10,1,1
52,143611,34,2,1
39,74476,19,1,0
57,116279,36,2,1
40,51212,4,0,0
20,112154,35,2,1
57,94697,12,1,1
27,142537,16,2,1
42,68533,25,0,0
25,142982,19,0,0
28,103003,38,0,1
22,107125,32,2,1
62,57630,29,1,1
54,88606,15,2,1
62,130244,6,2,1
55,94099,29,2,1
46,110790,1,1,0
22,133235,11,0,0
26,148969,39,0,1
19,36585,0,0,0
18,115833,2,1,0
57,69240,7,2,0
47,34772,25,2,1
28,99991,39,2,1
45,91835,10,1,0
61,95724,20,2,1
29,130990,4,1,0
56,132315,39,0,1
43,110299,25,0,1
30,118053,20,1,1
25,107091,8,0,0
45,114859,16,1,1
47,37938,36,2,1
26,41983,1,0,0
56,32874,39,0,1
48,110341,27,2,1
38,80896,26,2,1
64,66209,39,1,1
51,52822,0,0,0
48,40750,10,2,0
42,122335,38,0,1
29,62083,17,0,0
18,137828,26,0,0
39,142766,9,0,0
57,47946,35,1,1
54,147945,20,2,1
64,21552,27,0,1
18,115585,0,2,0
18,93331,13,2,0
59,25271,19,1,0
59,100201,8,1,1
38,85651,26,0,1
32,121917,3,0,0
34,48994,36,1,1
39,47186,17,2,0
55,50267,30,2,1
52,59140,38,1,1
62,134434,9,0,1
33,44935,8,0,0
25,51748,27,0,0
64,110139,27,1,1
34,23837,12,1,0
34,84875,17,2,0
43,121837,11,1,1
30,82694,7,0,0
34,29610,22,2,0
55,48615,4,0,0
34,96644,6,0,0
31,124135,14,2,1
62,42347,2,0,0
23,54062,17,2,0
52,75122,37,0,1
63,68431,25,0,1
31,93086,37,2,1
64,48205,32,0,1
25,38459,20,0,0
32,132134,16,2,1
44,131335,1,2,0
30,43750,24,2,0
48,130173,18,1,1
52,47729,37,0,1
23,139895,24,2,1
22,58585,38,0,0
39,103698,3,2,0
40,65635,2,0,0
42,64854,33,0,1
51,96226,9,2,1
43,49104,26,2,1
64,102293,25,1,1
22,34770,26,2,0
43,148186,0,2,0
37,148750,19,2,1
23,132633,24,1,1
23,142245,9,0,0
35,95993,0,1,0
21,144011,15,0,0
34,128338,10,2,0
31,37957,3,2,0
31,75178,34,2,1
30,115155,12,1,0
24,40828,20,1,0
61,37171,14,2,1
32,119849,9,1,0
36,81465,37,2,1
60,131663,10,1,1
64,33146,31,2,1
61,143249,32,1,1
52,148611,19,0,1
34,66266,35,2,1
52,148523,29,1,1
36,65939,9,1,0
37,34202,14,2,0
53,57142,28,1,1
52,83828,0,0,0
49,107367,20,0,1
61,79046,14,1,1
57,29849,2,2,0
41,79272,32,1,1
34,40439,37,1,1
24,102526,18,0,0
60,98872,3,1,0
18,55344,11,2,0
52,108489,24,0,1
49,73276,33,1,1
53,25051,16,2,0
30,69474,5,0,0
23,95604,11,2,0
31,149336,14,2,1
54,36967,16,2,0
32,41773,0,1,0
64,129305,13,0,1
21,116550,1,1,0
57,94383,3,0,0
33,90417,1,2,0
45,61182,25,2,1
33,136810,39,1,1
21,83589,32,2,1
62,93235,38,2,1
43,44180,5,2,0
45,134349,29,0,1
49,84372,21,0,1
62,71372,26,1,1
19,123427,18,0,0
48,134515,9,2,1
20,89086,5,2,0
25,42163,25,2,0
41,128938,2,1,0
32,83089,2,2,0
60,139616,5,2,1
48,115211,9,1,0
26,130481,37,0,1
56,52934,12,0,0
62,75595,37,0,1
19,46592,11,1,0
25,126613,26,1,1
24,43039,7,2,0
61,84099,4,2,1
56,128305,35,1,1
59,109262,37,1,1
33,120510,29,2,1
52,148383,36,2,1
47,54018,28,2,1
27,73158,21,0,0
55,145989,13,0,1
35,24558,9,2,0
22,52174,10,1,0
46,115941,34,0,1
56,62631,22,2,1
51,87687,7,0,0
60,123381,20,1,1
62,35552,36,1,1
40,55065,27,1,1
22,127532,30,2,1
47,22614,27,2,1
23,54647,26,0,0
63,77940,39,2,1
61,20620,20,2,1
21,43082,8,2,0
46,41891,28,0,0
40,126566,14,2,1
23,82395,32,1,1
49,70955,36,2,1
59,52314,35,2,1
35,43500,27,1,0
32,73685,9,0,0
57,143947,22,2,1
49,84783,27,2,1
26,120229,33,2,1
54,70189,4,2,0
27,113554,17,1,0
37,39567,5,2,0
23,45978,22,0,0
20,96089,27,1,0
59,29630,12,1,0
28,32003,24,0,0
60,61444,6,2,0
34,106184,1,2,0
49,51607,15,2,0
21,123202,1,0,0
21,44821,35,1,0
34,34601,1,2,0
58,65904,37,0,1
36,132882,9,0,0
22,91657,13,2,0
49,58557,26,0,1
39,72523,14,2,0
23,101846,20,2,0
52,70502,11,2,0
39,143409,32,1,1
18,42098,39,0,0
37,65902,21,1,0
39,138502,37,2,1
28,109067,17,0,0
30,59253,1,2,0
59,95516,28,0,1
20,144582,6,2,0
26,121929,30,0,1
29,64280,17,2,0
40,28951,8,2,0
31,28117,7,1,0
50,45979,32,1,1
35,94525,4,0,0
58,36915,13,0,0
26,79261,12,1,0
40,115071,10,2,0
27,117660,19,2,1
36,138825,22,0,1
64,129912,26,0,1
22,118902,14,2,0
64,92964,29,1,1
40,110417,15,0,0
47,90440,39,2,1
42,55677,17,0,0
45,131855,22,1,1
51,69830,35,0,1
62,72536,37,2,1
64,28922,7,1,0
42,116696,38,2,1
27,87561,28,1,1
31,33220,11,2,0
59,65958,17,0,1
63,73380,18,1,1
47,22766,35,1,1
58,104018,32,1,1
42,141449,4,0,0
31,53159,38,1,1
52,30935,27,0,0
51,23784,25,0,0
27,108586,20,1,0
52,40221,22,2,1
28,49179,20,1,0
28,38069,10,2,0
38,141185,38,2,1
38,55682,15,1,0
39,76268,32,1,1
62,111530,26,2,1
24,131547,0,1,0
34,114303,15,1,0
19,147081,4,0,0
29,97818,17,2,0
59,40110,33,0,1
35,131269,24,1,1
28,51232,33,1,0
33,146509,14,0,0
35,64273,3,0,0
52,90487,3,1,0
43,75210,24,2,1
33,93191,12,0,0
23,49461,24,2,0
61,24610,2,1,0
60,76973,34,2,1
64,117153,8,2,1
64,103004,13,1,1
59,27583,21,1,1
29,45583,8,1,0
30,37701,23,2,0
21,26880,22,0,0
56,120653,36,1,1
19,109257,14,1,0
43,71845,35,0,1
44,125512,13,1,1
44,112390,19,1,1
32,132024,38,0,1
25,92417,35,2,1
24,23722,26,2,0
64,40077,16,2,1
63,100868,25,1,1
57,139080,3,0,0
29,147430,2,2,0
30,125528,18,0,0
60,33229,39,2,1
34,93338,38,2,1
34,81679,6,1,0
53,107637,35,2,1
38,31439,18,2,0
25,55902,11,0,0
22,22598,19,1,0
43,112297,37,1,1
33,24052,11,2,0
53,32741,28,1,1
45,89360,29,0,1
46,56288,19,1,0
64,21249,3,2,0
29,42970,1,1,0
54,35565,29,1,1
47,76995,22,2,1
40,103994,5,1,0
33,71656,17,1,0
31,82134,21,2,0
27,65765,36,2,1
24,22014,3,0,0
62,90480,10,2,1
54,119252,34,2,1
46,134794,10,1,1
20,128987,33,2,1
32,34012,8,1,0
53,149059,30,2,1
64,122996,31,0,1
63,77498,34,0,1
36,88776,10,1,0
30,143675,16,1,1
59,81711,35,1,1
38,62530,1,0,0
54,99267,23,0,1
44,139991,14,2,1
46,38018,27,2,1
37,148236,2,1,0
42,128434,28,0,1
23,37916,12,2,0
53,60376,21,0,0
19,113140,30,0,0
39,130713,6,1,0
49,136128,25,0,1
33,85046,30,1,1
35,78742,37,2,1
22,105566,37,0,1
53,97125,3,1,0
47,107519,34,0,1
62,32437,32,0,1
36,82146,2,2,0
40,47618,18,1,0
51,70767,8,0,0
30,29705,18,0,0
60,77146,18,2,1
46,108216,25,0,1
53,100912,12,1,1
39,71750,21,1,0
64,110956,7,1,1
53,64379,23,0,1
26,72682,25,0,0
56,84713,2,1,0
36,125894,6,0,0
55,137015,1,2,1
23,124869,32,1,1
64,76919,11,2,1
32,80384,11,2,0
37,71128,9,0,0
26,21835,26,0,0
49,41283,17,1,0
21,69506,3,0,0
35,128101,39,2,1
22,73625,22,0,0
37,55963,20,1,0
40,145007,35,0,1
28,132172,29,2,1
54,29179,20,2,1
39,114440,22,1,1
21,126649,20,1,0
46,119210,7,0,0
61,31955,38,0,1
51,134072,12,1,1
30,27198,39,2,1
59,87156,21,0,1
26,64588,6,1,0
59,31766,23,1,1
48,116626,4,2,0
24,73570,25,1,0
21,126827,9,0,0
36,89874,10,0,0
59,68679,39,1,1
47,135117,37,1,1
48,25301,10,2,0
52,35144,29,2,1
38,33784,3,1,0
48,87959,1,0,0
36,28272,12,2,0
48,21573,38,1,1
49,44419,16,2,0
19,102339,22,2,0
27,118770,9,2,0
19,68555,12,2,0
19,25176,38,2,0
41,56161,28,2,1
34,83440,15,0,0
49,128061,2,2,0
33,78862,35,1,1
33,142121,3,1,0
63,142082,35,2,1
56,35164,15,2,0
48,97758,5,1,0
60,136723,27,2,1
41,45379,35,1,1
18,111189,22,1,0
28,103552,11,0,0
38,38368,30,0,0
21,109041,11,1,0
24,52771,31,2,0
43,84950,24,1,1
64,60245,28,1,1
29,124302,18,2,1
48,118906,21,0,1
34,92792,23,1,1
50,63327,32,0,1
28,66454,35,2,1
45,113787,39,0,1
49,143380,15,2,1
18,66741,1,2,0
64,51977,7,0,0
45,118200,12,1,1
59,26714,29,1,1
24,126680,0,2,0
19,97237,11,0,0
59,34891,6,0,0
41,121555,13,0,0
21,72299,34,0,0
61,85167,27,2,1
36,85124,11,0,0
43,113052,39,0,1
28,78639,23,1,0
57,60912,0,2,0
60,134742,16,0,1
28,95452,37,0,1
62,88446,27,2,1
20,103790,32,2,1
29,81516,23,1,0
20,145223,5,2,0
59,64250,20,0,1
44,56116,3,1,0
19,103521,32,0,0
33,42151,9,2,0
19,145673,35,2,1
47,91366,12,2,1
37,64297,35,1,1
55,60888,8,0,0
45,76195,30,0,1
42,104010,3,1,0
49,91016,19,2,1
27,94979,7,0,0
59,124674,26,2,1
57,74334,35,2,1
50,118474,8,0,0
30,149986,23,2,1
58,88345,36,0,1
59,59761,39,0,1
64,142617,29,1,1
54,46930,25,0,1
33,79117,3,1,0
62,43095,0,2,0
39,97482,19,1,1
37,23991,27,2,0
60,43519,23,1,1
44,46657,27,2,1
58,20826,27,0,1
33,62625,4,1,0
51,102049,31,0,1
49,37801,29,0,1
43,49846,20,2,0
42,59566,15,2,0
19,43157,7,2,0
29,48363,11,2,0
57,70559,31,1,1
26,25136,24,0,0
29,77937,2,2,0
43,37421,25,0,0
26,145008,35,1,1
27,146158,16,2,1
49,98027,26,1,1
51,27546,21,1,0
37,91439,37,0,1
56,66623,34,0,1
19,36406,6,1,0
18,100485,2,1,0
53,29825,5,2,0
41,91823,12,0,0
44,130497,14,1,1
19,147079,25,1,1
48,54173,32,0,1
31,127974,14,1,0
19,75619,38,2,1
46,103114,13,1,1
32,127071,18,1,1
29,27923,27,0,0
54,54374,23,0,1
45,81713,32,2,1
37,61411,11,1,0
56,84368,9,2,1
41,28316,6,1,0
38,129950,0,1,0
27,30556,14,0,0
63,30058,0,2,0
31,124554,19,1,1
54,119987,1,1,0
35,45482,2,0,0
41,64494,35,0,1
31,45005,15,0,0
51,104671,28,2,1
29,109424,35,2,1
39,52481,38,1,1
23,48401,2,2,0
53,60431,36,0,1
62,84459,11,0,1
53,110473,19,2,1
39,131387,22,1,1
31,143311,21,1,1
33,137410,31,1,1
53,140327,6,1,1
42,98682,21,0,1
49,115637,1,2,0
50,96789,13,0,0
62,68504,15,1,1
53,23223,23,1,0
37,90977,6,0,0
35,128126,3,1,0
55,60149,36,0,1
20,32863,4,0,0
40,123488,1,0,0
49,49564,4,0,0
62,102189,2,1,0
33,109624,7,1,0
22,42499,25,1,0
21,127619,9,2,0
38,146056,33,0,1
57,109218,35,2,1
31,52132,11,0,0
56,146272,19,0,1
48,24533,28,1,1
31,102962,13,0,0
23,100096,4,2,0
29,54409,26,1,0
33,101461,3,1,0
34,42987,28,0,0
62,30633,2,1,0
40,121601,32,2,1
31,76207,29,0,0
24,70535,35,2,1
63,115661,8,1,1
49,23996,0,2,0
32,20014,22,2,0
61,100431,2,1,0
34,21674,31,0,0
58,57867,23,0,1
64,105537,5,1,1
61,77251,12,0,0
51,75709,14,2,1
22,140162,29,1,1
62,37864,11,1,0
44,46321,39,0,1
40,44082,34,0,1
57,137734,27,1,1
31,60131,3,1,0
32,91493,6,1,0
60,24210,15,1,0
50,134080,21,2,1
48,140159,24,2,1
52,135663,2,1,0
34,84586,21,1,0
45,103605,30,1,1
36,54851,36,2,1
63,46865,21,0,1
40,103606,26,2,1
49,24158,1,1,0
57,141497,21,1,1
30,77852,16,1,0
37,69339,19,1,0
52,121086,23,2,1
22,40572,30,0,0
26,24100,7,1,0
46,64469,4,1,0
23,101061,1,1,0
42,80861,3,0,0
48,38456,34,2,1
39,75803,33,0,1
19,85633,2,2,0
62,95019,19,1,1
22,141493,8,0,0
44,56232,5,0,0
42,87323,4,1,0
25,126067,37,0,1
18,41788,34,1,0
37,118987,30,1,1
61,36092,12,2,0
40,21132,25,2,0
49,97850,21,1,1
28,124181,31,1,1
56,108118,14,0,1
64,113316,10,1,1
41,146003,15,1,1
28,117772,5,0,0
46,138524,10,1,1
43,33068,9,1,0
33,67401,15,2,0
52,68526,11,1,0
37,78958,6,1,0
63,135729,38,0,1
20,96593,26,2,1
18,75041,23,2,0
64,119158,14,1,1
18,124042,5,2,0
34,83372,18,2,0
19,87562,7,2,0
46,112099,35,0,1
37,84046,12,0,0
23,123669,32,2,1
25,88086,31,2,1
46,148088,27,1,1
50,116458,39,2,1
20,27089,9,0,0
52,36623,32,1,1
22,69641,0,0,0
44,32043,20,0,0
61,86572,4,0,0
29,84136,0,0,0
37,144218,20,0,1
62,108052,24,1,1
37,106700,19,0,0
26,77061,8,2,0
56,137957,15,1,1
21,26122,27,2,0
36,67346,39,1,1
55,145434,35,2,1
44,117322,38,0,1
62,133993,23,2,1
60,36150,15,0,0
30,107630,13,1,0
30,97228,33,0,1
39,32054,23,2,0
45,21767,10,0,0
64,24708,35,0,1
62,126657,0,1,1
39,77999,11,0,0
60,72158,20,1,1
36,49292,8,2,0
25,48082,38,1,1
25,54024,2,2,0
59,112270,15,2,1
43,128447,3,0,0
43,43461,25,1,0
40,25351,12,2,0
60,67031,19,0,1
30,119053,18,0,0
45,102628,26,2,1
26,124720,1,0,0
37,144501,9,1,0
36,59718,24,2,1
56,130632,18,2,1
29,147535,14,0,0
32,110577,38,2,1
48,146875,23,2,1
31,111212,15,2,0
28,120017,16,1,0
43,32777,15,1,0
59,109856,17,1,1
44,28308,3,1,0
28,63441,1,0,0
55,133682,30,2,1
51,100865,1,1,0
60,33882,1,0,0
36,134883,14,1,1
23,24714,28,0,0
63,111586,33,1,1
55,63432,39,1,1
59,101289,31,2,1
45,115515,20,1,1
18,130625,29,1,1
52,100166,23,0,1
57,145934,13,2,1
25,37658,27,2,0
64,89245,13,0,1
24,118642,33,1,1
28,125065,13,0,0
56,138199,24,1,1
21,122579,11,1,0
42,147597,39,2,1
29,97027,19,1,0
43,70808,6,2,0
55,59530,14,2,1
63,28834,8,0,0
29,34358,3,1,0
60,29872,30,0,1
54,78694,22,0,1
63,107193,5,0,0
41,143498,27,0,1
33,70321,11,2,0
30,110363,21,2,1
42,93709,23,2,1
21,36685,33,2,0
28,31333,18,1,0
49,136254,23,2,1
24,31356,19,1,0
63,60584,33,0,1
28,130453,26,1,1
45,71362,28,2,1
58,31344,0,2,0
40,134491,35,2,1
62,64619,38,0,1
40,125534,6,0,0
45,127107,19,2,1
60,101331,19,0,1
64,115279,24,1,1
43,141276,20,1,1
42,21943,8,1,0
46,110185,26,1,1
36,80217,27,2,1
50,132319,24,2,1
53,41021,35,1,1
31,28348,33,1,0
31,97286,1,2,0
52,90921,8,0,0
47,36639,18,1,0
45,105030,14,0,0
34,84566,20,2,1
20,62011,15,1,0
33,134577,1,1,0
63,123336,25,0,1
47,124565,28,0,1
46,137105,32,0,1
62,38640,33,0,1
32,55402,26,1,0
63,85088,6,2,1
42,80240,14,0,0
55,21891,16,0,0
59,48259,8,2,0
64,83021,12,1,1
55,48987,31,2,1
40,72616,1,2,0
42,30683,31,0,0
59,81083,19,2,1
24,29967,18,2,0
39,97664,26,1,1
34,60194,35,0,1
35,120274,29,0,1
58,113831,10,0,1
27,105873,15,1,0
27,82661,25,1,0
24,107738,29,1,1
55,92307,1,1,0
44,63452,33,0,1
50,32857,21,0,0
18,51301,30,2,0
61,75900,20,1,1
51,51460,35,2,1
21,106923,39,1,1
34,69800,22,2,0
21,29832,25,0,0
60,67408,17,0,1
43,32626,14,1,0
21,77872,33,0,0
18,104021,21,1,0
24,98959,27,2,1
47,116939,6,1,0
26,116159,39,2,1
52,36802,23,2,1
25,36333,34,1,0
41,55120,12,0,0
36,113621,12,2,0
53,42159,30,0,1
60,44660,18,2,1
44,76843,28,2,1
49,145179,21,2,1
31,54519,20,2,0
35,114333,15,1,0
45,104577,29,2,1
46,64935,4,0,0
33,42507,5,0,0
52,91060,20,1,1
64,104271,10,2,1
48,77223,23,1,1
21,47675,27,0,0
54,133487,14,2,1
34,37673,38,0,1
56,129619,39,1,1
63,55470,18,1,1
43,61603,16,0,0
56,104825,2,2,0
58,51230,2,2,0
21,34542,38,0,0
47,130563,27,0,1
47,81407,30,2,1
39,73821,7,0,0
28,55690,16,1,0
19,26654,34,2,0
61,87557,35,2,1
29,132259,26,1,1
47,105544,39,0,1
53,108264,32,2,1
35,109698,10,2,0
43,47446,20,2,0
24,115515,5,0,0
18,68484,20,2,0
43,64078,27,0,1
40,134824,16,1,1
43,24225,17,0,0
62,144098,10,0,1
23,94745,24,1,0
23,130196,29,0,1
61,101259,24,1,1
25,65487,6,2,0
41,88676,36,1,1
39,31721,26,1,0
36,22587,25,2,0
54,128878,12,2,1
35,59437,23,0,0
48,38989,11,0,0
54,52726,13,0,0
47,90540,8,2,0
59,145967,30,2,1
50,99837,3,2,0
27,118215,18,0,0
54,113639,0,2,0
29,145437,28,2,1
47,61168,5,1,0
44,84669,0,1,0
56,93040,24,2,1
26,122114,26,0,1
38,91616,21,1,1
29,27408,16,2,0
46,24153,28,1,0
50,144887,2,1,0
60,31055,16,0,0
32,39760,1,2,0
19,37752,31,2,0
56,109729,21,0,1
61,23800,38,0,1
35,86573,32,0,1
20,50054,21,2,0
24,81816,3,1,0
60,46866,37,2,1
35,20992,12,2,0
61,43696,22,0,1
55,80282,12,0,0
54,122814,19,0,1
50,118697,32,2,1
61,93541,33,0,1
48,72838,37,0,1
28,49400,28,1,0
21,102277,31,1,1
35,138692,10,0,0
21,148575,17,1,0
51,37565,20,2,1
46,59585,11,1,0
41,54833,38,0,1
39,141559,19,2,1
19,32094,6,2,0
61,51280,26,1,1
23,66647,6,0,0
59,64378,1,0,0
42,39513,32,1,1
38,20154,20,1,0
33,115798,28,1,1
48,48134,31,0,1
31,128050,11,1,0
56,28678,12,1,0
45,26294,38,1,1
49,29574,39,0,1
45,55183,2,2,0
26,68747,38,0,1
62,86606,7,0,0
39,38638,1,2,0
49,77194,5,0,0
22,67553,14,2,0
40,46082,11,2,0
22,36306,31,2,0
59,128371,5,2,1
49,147899,26,0,1
27,27807,12,2,0
56,108760,22,1,1
32,141401,9,2,0
24,71342,13,2,0
46,52143,2,0,0
64,141952,11,1,1
20,78414,24,2,0
36,110302,0,1,0
27,44715,31,2,0
45,82054,23,0,1
46,92934,8,1,0
32,32202,0,1,0
52,47987,38,0,1
23,55740,9,0,0
29,136202,29,0,1
64,96848,4,0,0
55,105890,3,1,0
30,73871,7,0,0
46,146404,15,1,1
36,33627,0,2,0
20,119649,14,2,0
25,114294,23,0,0
25,71069,14,0,0
37,60409,5,1,0
64,147257,1,1,1
21,114022,4,2,0
38,100635,38,1,1
20,131689,33,0,1
62,126948,38,2,1
25,81486,31,2,1
40,21611,28,0,0
33,146047,28,1,1
30,51657,23,0,0
20,38462,30,1,0
26,96309,23,2,1
31,136752,14,0,0
30,109299,11,2,0
24,58547,19,2,0
32,127754,3,0,0
24,49063,12,2,0
55,125454,9,1,1
51,102273,22,0,1
58,130896,6,1,1
39,140406,11,1,1
41,99397,14,1,0
54,72788,6,0,0
61,62523,7,1,0
18,50284,6,0,0
27,107964,3,1,0
60,83996,6,0,0
33,86247,29,1,1
63,33706,17,2,1
25,113614,29,1,1
42,30924,6,2,0
29,131377,22,2,1
42,35921,36,1,1
34,45432,6,1,0
43,138960,37,2,1
63,37813,28,0,1
31,124748,33,1,1
58,128988,38,2,1
53,85250,17,0,1
40,146078,24,1,1
60,88956,26,0,1
23,22068,26,2,0
64,59927,11,1,1
22,90342,22,0,0
60,125148,16,1,1
42,50539,6,0,0
35,31683,23,0,0
30,143031,6,1,0
60,105151,28,1,1
31,55674,27,1,0
45,72703,22,2,1
35,78810,9,1,0
45,106111,15,0,0
44,105343,33,1,1
49,105977,24,2,1
64,107114,1,2,1
26,31117,4,1,0
57,23665,13,0,0
49,139423,30,2,1
37,64390,39,0,1
45,94884,5,2,0
50,83887,27,2,1
21,68266,8,0,0
63,75541,5,0,0
51,84802,16,2,1
20,114319,39,0,1
43,27882,34,1,1
25,90825,11,1,0
23,33910,17,2,0
33,60566,33,1,1
41,83073,0,2,0
56,117519,14,0,1
47,56176,17,0,0
62,103081,21,1,1
30,50289,17,0,0
22,70411,0,1,0
42,132263,19,2,1
37,89626,35,1,1
35,129337,37,1,1
64,35362,24,0,1
35,107610,15,0,0
19,116371,19,0,0
27,33783,37,1,0
62,64162,32,0,1
64,55749,6,2,0
29,126369,22,1,1
64,23554,10,1,0
30,146352,32,1,1
64,78568,39,2,1
28,130883,4,2,0
36,38773,7,0,0
52,93694,16,0,1
56,86550,17,1,1
43,140417,26,0,1
63,66295,30,2,1
31,50331,3,0,0
62,65640,1,0,0
61,84877,4,1,0
41,66969,16,2,0
58,62986,38,2,1
18,122017,31,2,1
60,136180,28,0,1
39,27585,15,2,0
40,24122,0,0,0
36,128196,11,1,0
35,36838,18,2,0
29,37301,8,1,0
45,43107,6,0,0
45,77357,29,2,1
50,108161,14,0,1
36,122678,3,2,0
45,75211,5,0,0
54,86025,37,0,1
43,86520,34,0,1
52,37344,1,1,0
51,77202,4,2,0
52,120086,7,0,0
57,34959,29,2,1
33,132846,18,0,0
55,58751,29,2,1
30,21869,30,0,0
40,64264,15,0,0
39,50268,37,1,1
33,104564,21,2,1
45,59606,32,1,1
52,33550,21,0,0
62,139033,7,1,1
63,25702,36,1,1
25,98563,11,1,0
61,130164,4,1,1
39,81745,24,2,1
38,118279,28,1,1
43,44459,12,0,0
57,76782,25,0,1
38,107822,21,1,1
42,26032,28,1,0
58,21825,11,1,0
18,146187,27,0,1
23,97090,8,1,0
40,137798,9,2,1
40,68101,25,1,1
60,80109,35,2,1
60,32470,39,1,1
